date,state,positive,negative,pending,hospitalizedCurrently,hospitalizedCumulative,inIcuCurrently,inIcuCumulative,onVentilatorCurrently,onVentilatorCumulative,recovered,hash,dateChecked,death,hospitalized,total,totalTestResults,posNeg,fips,deathIncrease,hospitalizedIncrease,negativeIncrease,positiveIncrease,totalTestResultsIncrease
20200416,HI,530.0,20170.0,,,45.0,,,,,359.0,e33b0740a6789b0e6c49839355dc5383946c7e82,2020-04-16T20:00:00Z,9.0,45.0,20700.0,20700.0,20700.0,15,0.0,0.0,884.0,13.0,897.0
20200416,IA,2141.0,18534.0,,175.0,,84.0,,48.0,,987.0,811a574b1b6eb83be03e008db2fb01e26663f57a,2020-04-16T20:00:00Z,60.0,,20675.0,20675.0,20675.0,19,7.0,0.0,660.0,146.0,806.0
20200416,ID,1587.0,14244.0,,,143.0,,46.0,,,,2760055f6b99a310921a9e6d1a2ed07aae6c7b81,2020-04-16T20:00:00Z,41.0,143.0,15831.0,15831.0,15831.0,16,2.0,2.0,310.0,123.0,433.0
20200416,IL,25733.0,96856.0,,4423.0,,1248.0,,797.0,,,23ce0bf16b1ad45da236bf0f2008ea9c7690fa8f,2020-04-16T20:00:00Z,1072.0,,122589.0,122589.0,122589.0,17,124.0,0.0,4520.0,1140.0,5660.0
20200416,IN,9542.0,41573.0,,,,696.0,,426.0,,,2927dc0fb6c1d5ce0ee783aad32fe18025ac0c3d,2020-04-16T20:00:00Z,477.0,,51115.0,51115.0,51115.0,18,41.0,0.0,2132.0,587.0,2719.0
20200416,KS,1588.0,14534.0,,,359.0,,,,,,f575d83d57c7f02002f57572833006ef35cd7045,2020-04-16T20:00:00Z,80.0,359.0,16122.0,16122.0,16122.0,20,4.0,17.0,1360.0,94.0,1454.0
20200416,KY,2291.0,26033.0,,412.0,807.0,252.0,367.0,,,862.0,cf873721a2821eccf77c5806ad0e9bf84eead44a,2020-04-16T20:00:00Z,122.0,807.0,28324.0,28324.0,28324.0,21,7.0,120.0,546.0,81.0,627.0
20200416,LA,22532.0,104054.0,,1914.0,,,,396.0,,,6ae3a5f7f0b1e1a5c00710d1a5571702dfbff14c,2020-04-16T20:00:00Z,1156.0,,126586.0,126586.0,126586.0,22,53.0,0.0,4077.0,581.0,4658.0
20200416,MA,32181.0,108592.0,,3454.0,2340.0,973.0,,,,,ec48a236ea400ddb66cf39987ce618642a9150bc,2020-04-16T20:00:00Z,1245.0,2340.0,140773.0,140773.0,140773.0,25,137.0,0.0,6487.0,2263.0,8750.0
20200416,MD,10784.0,48059.0,,,2451.0,,,,,736.0,d56e3e4ce6ef5676611c0e85ddcb6285cc9b16f3,2020-04-16T20:00:00Z,392.0,2451.0,58843.0,58843.0,58843.0,24,43.0,220.0,2328.0,752.0,3080.0
20200416,ME,796.0,14076.0,,47.0,130.0,20.0,,7.0,,333.0,be0574a2f960338b2bd6f86c05096a5e3efe7620,2020-04-16T20:00:00Z,27.0,130.0,14872.0,14872.0,14872.0,23,3.0,4.0,0.0,26.0,26.0
20200416,MI,29263.0,65023.0,,3809.0,,1447.0,,1211.0,,617.0,fc2f4153662699af6660687292deea26fb89bd6f,2020-04-16T20:00:00Z,2093.0,,94286.0,94286.0,94286.0,26,172.0,0.0,3385.0,1204.0,4589.0
20200416,MN,1912.0,39763.0,,213.0,475.0,103.0,188.0,,,1020.0,b833be00de318500a4f0801f2a296db180d26ee7,2020-04-16T20:00:00Z,94.0,475.0,41675.0,41675.0,41675.0,27,7.0,30.0,1330.0,103.0,1433.0
20200416,MO,5111.0,45537.0,,1043.0,,,,,,,53b0c28902cfc5e79cd3ef99c641acc23be5c41c,2020-04-16T20:00:00Z,152.0,,50648.0,50648.0,50648.0,29,5.0,0.0,1420.0,216.0,1636.0
20200416,MP,13.0,27.0,7.0,,,,,,,,7d544f5f807e9f8c276238d3a04583cea4a44be8,2020-04-16T20:00:00Z,2.0,,47.0,40.0,40.0,69,0.0,0.0,0.0,0.0,0.0
20200416,MS,3624.0,34791.0,,,682.0,154.0,,99.0,,,5717e19e747db660898e4565434b15677e31d469,2020-04-16T20:00:00Z,129.0,682.0,38415.0,38415.0,38415.0,28,7.0,37.0,0.0,264.0,264.0
20200416,MT,415.0,9521.0,,21.0,52.0,,,,,218.0,99cabfac3936ec988dc0c385d4bee214e6ecb79e,2020-04-16T20:00:00Z,7.0,52.0,9936.0,9936.0,9936.0,30,0.0,1.0,342.0,11.0,353.0
20200416,NC,5465.0,65452.0,,452.0,,,,,,,a2c94ae3b889dfdf1066125f7d3d2876e246863a,2020-04-16T20:00:00Z,131.0,,70917.0,70917.0,70917.0,37,14.0,0.0,2748.0,342.0,3090.0
20200416,ND,393.0,11311.0,,14.0,45.0,,,,,163.0,7c3e7659bc28e4b0d83b64339e64eb138aa67867,2020-04-16T20:00:00Z,9.0,45.0,11704.0,11704.0,11704.0,38,0.0,1.0,359.0,28.0,387.0
20200416,NE,952.0,11342.0,,,,,,,,,8b2863e154a48cb4ef39054af406ec77527e3bd7,2020-04-16T20:00:00Z,21.0,,12294.0,12294.0,12294.0,31,1.0,0.0,514.0,51.0,565.0
20200416,NH,1139.0,11027.0,121.0,70.0,178.0,,,,,365.0,6397ebd7f9ef6f49d37c39a9cd815134cc8c6cec,2020-04-16T20:00:00Z,32.0,178.0,12287.0,12166.0,12166.0,33,0.0,0.0,0.0,0.0,0.0
20200416,NJ,75317.0,76513.0,,8224.0,,2014.0,,1645.0,,,8f04a2a6fb4ff0d2e41da80b7bca3da6ae2279ff,2020-04-16T20:00:00Z,3518.0,,151830.0,151830.0,151830.0,34,362.0,0.0,3522.0,4287.0,7809.0
20200416,NM,1484.0,31910.0,,90.0,215.0,,,,,353.0,e5c87a0fafb5269e348f0ecb57470090ffb7e441,2020-04-16T20:00:00Z,36.0,215.0,33394.0,33394.0,33394.0,35,0.0,34.0,467.0,77.0,544.0
20200416,NV,3321.0,25130.0,,,,,,,,,d6b686120e1dfc653a79c73a2e541bc0063949c6,2020-04-16T20:00:00Z,137.0,,28451.0,28451.0,28451.0,32,6.0,0.0,686.0,110.0,796.0
20200416,NY,222284.0,328295.0,,17735.0,50450.0,5091.0,,,,23887.0,bd386393a80d22e8b4638b53c9a00a316b7c209a,2020-04-16T20:00:00Z,12192.0,50450.0,550579.0,550579.0,550579.0,36,606.0,4249.0,16062.0,8505.0,24567.0
20200416,OH,8414.0,66426.0,,,2331.0,,707.0,,,,d2f0dea6e94f7fef69d41e2dbbead2143d030efd,2020-04-16T20:00:00Z,389.0,2331.0,74840.0,74840.0,74840.0,39,28.0,94.0,2665.0,623.0,3288.0
20200416,OK,2357.0,28542.0,,236.0,528.0,163.0,,,,1240.0,34565e51b7a75892769360e0777101a5ee4a420b,2020-04-16T20:00:00Z,131.0,528.0,30899.0,30899.0,30899.0,40,8.0,18.0,1586.0,94.0,1680.0
20200416,OR,1736.0,33202.0,,307.0,414.0,89.0,,43.0,,,7687b415f103f263c88274f27175bd5f223e0fcf,2020-04-16T20:00:00Z,64.0,414.0,34938.0,34938.0,34938.0,41,6.0,13.0,1514.0,73.0,1587.0
20200416,PA,27735.0,113735.0,,2512.0,,,,675.0,,,3451836d13d960a278308c0a8bc877668376fda8,2020-04-16T20:00:00Z,707.0,,141470.0,141470.0,141470.0,42,60.0,0.0,2641.0,1245.0,3886.0
20200416,PR,1043.0,7315.0,1465.0,,,,,,,,0f1b0b0eccfdaeeafea3a6c037a304b113bb219d,2020-04-16T20:00:00Z,56.0,,9823.0,8358.0,8358.0,72,5.0,0.0,490.0,69.0,559.0
20200416,RI,3838.0,24226.0,,245.0,331.0,61.0,,43.0,,182.0,bb544990f7c3e3da791f26108024f6657594c9c3,2020-04-16T20:00:00Z,105.0,331.0,28064.0,28064.0,28064.0,44,18.0,0.0,1858.0,309.0,2167.0
20200416,SC,3656.0,31077.0,,,675.0,,,,,,4f595f8157dc108d79c5c84582734e32cad3cfe9,2020-04-16T20:00:00Z,107.0,675.0,34733.0,34733.0,34733.0,45,0.0,0.0,0.0,0.0,0.0
20200416,SD,1311.0,9239.0,2.0,,55.0,,,,,373.0,acf65b2256b92f503485645dfd2318e10c6517d8,2020-04-16T20:00:00Z,7.0,55.0,10552.0,10550.0,10550.0,46,1.0,4.0,548.0,143.0,691.0
20200416,TN,6262.0,78787.0,,,691.0,,,,,2786.0,eaf32844c68a683d76188caaa701c09a801e5a95,2020-04-16T20:00:00Z,141.0,691.0,85049.0,85049.0,85049.0,47,6.0,28.0,3970.0,183.0,4153.0
20200416,TX,16455.0,142092.0,,1459.0,,,,,,3677.0,f5a1a7a1a57afbec5a59835798a8bafb84e8d661,2020-04-16T20:00:00Z,393.0,,158547.0,158547.0,158547.0,48,29.0,0.0,5774.0,963.0,6737.0
20200416,UT,2683.0,46995.0,,,238.0,,,,,357.0,4c78de52111a12808864cd3f24c4421ed0ed2e16,2020-04-16T20:00:00Z,21.0,238.0,49678.0,49678.0,49678.0,49,1.0,17.0,1923.0,141.0,2064.0
20200416,VA,6889.0,39555.0,537.0,1337.0,1114.0,427.0,,238.0,,951.0,eae55eac787f3e4c2e73870cc66c941eb81919a5,2020-04-16T20:00:00Z,208.0,1114.0,46981.0,46444.0,46444.0,51,13.0,66.0,1886.0,389.0,2275.0
20200416,VI,51.0,357.0,35.0,,,,,,,46.0,143c5d6649137d1edc42de6a5dd0031c456f3d4f,2020-04-16T20:00:00Z,1.0,,443.0,408.0,408.0,78,0.0,0.0,26.0,0.0,26.0
20200416,VT,768.0,10739.0,,58.0,,,,,,15.0,1ea60000d2e949646925602b03e1fd49dd2bfeef,2020-04-16T20:00:00Z,35.0,,11507.0,11507.0,11507.0,50,5.0,0.0,417.0,9.0,426.0
20200416,WA,10783.0,113500.0,,595.0,,196.0,,,,,e57aba3ae7c0f1cc70bf49c00bdf5add9c1f6e35,2020-04-16T20:00:00Z,567.0,,124283.0,124283.0,124283.0,53,26.0,0.0,1340.0,89.0,1429.0
20200416,WI,3875.0,40974.0,218.0,394.0,1121.0,147.0,299.0,,,,b489f85e57a1a10a130ad9b1a778b36f397c01ab,2020-04-16T20:00:00Z,197.0,1121.0,45067.0,44849.0,44849.0,55,15.0,30.0,1648.0,154.0,1802.0
20200416,WV,739.0,17567.0,,85.0,,34.0,,24.0,,223.0,05b379c922d4696ed601bea890c1897fb79d5174,2020-04-16T20:00:00Z,13.0,,18306.0,18306.0,18306.0,54,3.0,0.0,613.0,37.0,650.0
20200416,WY,296.0,6131.0,,19.0,43.0,,,,,148.0,e5c5dc72231ac86d9fbfe8b9c6bd9ee605b3943c,2020-04-16T20:00:00Z,2.0,43.0,6427.0,6427.0,6427.0,56,0.0,0.0,89.0,9.0,98.0
